Lemma,Freq(ipm)
парк,69.5
принятие,69.5
устройство,69.5
Ленин,69.4
вещество,69.3
впереди,69.3
навсегда,69.3
отправить,69.3
повернуться,69.3
категория,69.2
православный,69.2
сезон,69.2
учебный,69.2
вставать,69.1
подготовить,69.1
исходить,69.0
гостиница,68.9
издание,68.9
эффективный,68.9
нечего,68.8
свидетельствовать,68.8
ввести,68.6
взяться,68.6
объединение,68.6
прочесть,68.6
темнота,68.6
человечество,68.6
болеть,68.5
вернуть,68.5
Кремль,68.5
тянуть,68.5
колесо,68.4
опасность,68.4
продать,68.3
разрешение,68.3
Чечня,68.3
Петербург,68.1
воздействие,68.0
коллектив,68.0
камера,67.9
внимательно,67.8
запас,67.8
представляться,67.8
следствие,67.8
длина,67.7
материальный,67.7
невозможный,67.7
крыло,67.6
округ,67.6
произвести,67.5
фон,67.5
кандидат,67.4
родственник,67.4
полтора,67.3
прекрасно,67.3
выступить,67.2
давление,67.2
пахнуть,67.2
познакомиться,67.2
присутствие,67.2
взаимодействие,67.1
громко,67.1
доска,67.1
наступить,67.1
партнер,67.1
двигатель,67.0
шум,66.9
достоинство,66.8
предстоять,66.8
вдоль,66.7
грех,66.7
господи,66.6
нож,66.6
полет,66.5
производить,66.5
ранее,66.5
страсть,66.5
перевести,66.4
разрешить,66.4
соседний,66.4
психологический,66.2
испытание,66.1
истина,66.1
проверить,66.1
меняться,66.0
оплата,66.0
разница,66.0
соответственно,66.0
водитель,65.9
музыкальный,65.9
куда-то,65.8
пакет,65.8
снижение,65.8
Украина,65.8
выдержать,65.7
формула,65.7
важно,65.6
живот,65.6
капитал,65.6
учитывать,65.6
курить,65.5
голый,65.4
забывать,65.4
заключаться,65.4
мост,65.4
обязательный,65.4
сверху,65.4
Елена,65.3
новость,65.3
эффект,65.3
вход,65.2
выбирать,65.2
губернатор,65.2
исполнительный,65.2
какой-либо,65.2
напомнить,65.2
партийный,65.2
доклад,65.1
закричать,65.1
организовать,65.1
смена,65.1
убийство,65.1
эксперт,65.1
вон,65.0
доказать,65.0
раз,65.0
редко,65.0
существенный,65.0
приносить,64.9
автобус,64.8
платье,64.8
осуществляться,64.7
честно,64.7
Ивановна,64.6
Китай,64.6
помимо,64.6
кадр,64.5
ой,64.5
тетя,64.5
восточный,64.4
дышать,64.4
общение,64.4
описать,64.4
психология,64.4
лев,64.3
таков,64.3
порог,64.2
проверка,64.2
прожить,64.2
процедура,64.2
рабочий,64.2
ремонт,64.2
сельский,64.2
характерный,64.2
обращение,64.1
обучение,64.1
неожиданный,64.0
ожидание,64.0
оценить,64.0
широко,64.0
рассмотреть,63.9
памятник,63.8
корень,63.7
наблюдение,63.7
проводиться,63.7
буква,63.5
видный,63.5
доказательство,63.5
лечь,63.5
млрд,63.5
превратиться,63.5
признание,63.5
внутри,63.4
выпустить,63.4
постель,63.4
честный,63.4
штаб,63.4
ударить,63.3
владелец,63.2
компьютер,63.2
окончательно,63.2
резкий,63.2
инженер,63.1
младший,63.1
проснуться,63.1
заранее,63.0
итак,63.0
открыться,63.0
старуха,63.0
лодка,62.9
ракета,62.9
трудовой,62.9
серия,62.8
строгий,62.8
шутка,62.7
вершина,62.6
строго,62.6
выпуск,62.5
кулак,62.5
лед,62.5
способствовать,62.5
торговля,62.5
южный,62.5
практический,62.4
многочисленный,62.3
нефть,62.3
согласный,62.3
Женя,62.2
молодежь,62.2
цифра,62.2
корпус,62.1
научиться,62.1
недостаток,62.1
наверно,62.0
сапог,62.0
спортивный,62.0
сущность,62.0
талант,62.0
умирать,62.0
истинный,61.8
эффективность,61.8
Петрович,61.7
похоже,61.7
стрелять,61.7
кофе,61.6
обойтись,61.6
полоса,61.6
серьезно,61.6
ЦК,61.6
записать,61.5
злой,61.5
обо,61.5
определяться,61.5
основное,61.5
трое,61.5
индивидуальный,61.4
подарить,61.4
рассмотрение,61.4
давайте,61.3
Ленинград,61.3
мокрый,61.3
приняться,61.3
сбор,61.3
штат,61.3
дикий,61.2
следователь,61.2
жилье,61.1
мешок,61.1
заставлять,61.0
описание,61.0
рад,61.0
куст,60.9
отказ,60.9
схватить,60.9
замок,60.8
Израиль,60.8
пропасть,60.8
коммерческий,60.7
редактор,60.6
театральный,60.6
дворец,60.5
забота,60.5
Антон,60.4
выдать,60.4
пиво,60.3
воздушный,60.1
дешевый,60.1
диван,60.1
извинить,60.1
разобраться,60.1
пьяный,60.0
столик,60.0
насчет,59.9
опустить,59.9
эксперимент,59.9
страдать,59.8
Ельцин,59.6
заходить,59.6
областной,59.6
печать,59.6
побежать,59.6
броситься,59.5
гулять,59.5
кольцо,59.5
твердый,59.5
вне,59.4
вооруженный,59.4
пистолет,59.4
религиозный,59.4
воспитание,59.3
Коля,59.3
начальство,59.3
промышленный,59.3
профессия,59.3
бегать,59.2
весело,59.2
ворота,59.2
добро,59.0
дружба,59.0
покой,59.0
пятнадцать,59.0
риск,59.0
засмеяться,58.9
окончание,58.9
денежный,58.8
дым,58.8
найтись,58.8
приказать,58.8
вслед,58.7
брак,58.6
величина,58.6
включая,58.6
записка,58.6
инициатива,58.6
совесть,58.6
Татьяна,58.6
устать,58.6
активность,58.5
кость,58.5
повезти,58.5
спорт,58.5
глубоко,58.4
китайский,58.4
последующий,58.4
грязный,58.3
земной,58.3
классический,58.2
кредит,58.2
особо,58.2
рассчитывать,58.2
господь,58.0
Илья,58.0
майор,58.0
опубликовать,58.0
конференция,57.9
неизвестный,57.9
потолок,57.9
радоваться,57.8
торговый,57.8
библиотека,57.7
выразить,57.7
закончиться,57.7
обернуться,57.7
помощник,57.7
конструкция,57.6
отдых,57.6
отпустить,57.6
ручка,57.6
заговорить,57.5
металл,57.5
внести,57.4
зря,57.4
молоко,57.4
прокурор,57.4
транспорт,57.4
устраивать,57.4
поэзия,57.3
соединение,57.3
выясниться,57.2
догадаться,57.1
краска,57.1
привычный,57.1
расстояние,57.1
глупый,57.0
изучать,57.0
интересовать,57.0
мечта,57.0
обратный,57.0
село,57.0
еда,56.9
поднимать,56.9
навстречу,56.8
развиваться,56.8
транспортный,56.8
зло,56.7
подразделение,56.7
достойный,56.6
обращать,56.6
подождать,56.6
сюжет,56.6
рубеж,56.5
сигнал,56.5
атмосфера,56.4
крест,56.4
удобный,56.4
вес,56.3
взрыв,56.3
контакт,56.3
продавать,56.3
сигарета,56.3
бросать,56.2
восторг,56.2
золото,56.2
конечный,56.2
крайне,56.2
поддержать,56.2
почва,56.2
премия,56.2
чисто,56.2
запретить,56.1
король,56.1
ОАО,56.1
подъезд,56.1
шанс,56.1
автомат,56.0
заказ,56.0
мальчишка,56.0
отмечать,56.0
очки,56.0
производственный,56.0
миг,55.9
отойти,55.9
ощущать,55.9
